id,name,music_brainz_id,music_brainz_name,area,country,begin_area,life_span_begin,music_brainz_type,isni_list,genre1,genre2,genre3,genre4,genre5
13075,Alicia Keys,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,Alicia Keys,United States,US,Manhattan,1981-01-25,Person,0000000110657805,Blues,Jazz,RB,Pop,HipHop
4688,Kevin Rudolf,2a0cce30-071b-4ba9-bf78-ae76c9eb7316,Kevin Rudolf,United States,US,New York,1983-02-17,Person,0000000071446270,Rock,HipHop,,,
70792,New Boyz,8e1d63a3-2980-4d69-ba61-1024e8a6df4b,New Boyz,United States,US,,2008,Group,,HipHop,,,,
489,Kid Cudi,e0e1db18-f7ba-4dee-95ff-7ae8cf545460,Kid Cudi,United States,US,Cleveland,1984-01-30,Person,0000000107852300,Rap,HipHop,,,
114151,DJ Khaled,081a2d60-9791-4e05-a075-f1890355eeee,DJ Khaled,United States,US,,1975-11-26,Person,,Rap,HipHop,,,
268338,Will.I.Am,d574c9bd-46f6-440a-8d6a-8412a283eeb1,will.i.am,United States,US,Los Angeles,1975-03-15,Person,0000000081612084,RB,HipHop,,,
296688,Diddy Dirty Money,480cdd78-e54e-4518-9ec9-572a62d7e1e1,Diddy - Dirty Money,United States,US,,2009,Group,,RB,Rap,HipHop,,
298356,Diddy,1cc2d151-530c-4bf3-834b-8b6203b7fc5a,Diddy,United Kingdom,GB,,,Person,,RB,Rap,Pop,HipHop,
5187,P. Diddy,cabb4fcf-4067-4ba5-908d-76ee66fcf0c6,P. Diddy,United States,US,Harlem,1969-11-04,Person,000000039901800X,RB,Rap,Pop,HipHop,
307184,Cali Swag District,b26ddbb6-a066-4b1c-be18-aed6ef6cba9b,Cali Swag District,United States,US,,2010,Group,,Rap,HipHop,,,
11891,Jamie Foxx,15a5da16-8b89-4047-aefe-81473c97b5b2,Jamie Foxx,United States,US,Texas,1967-12-13,Person,0000000114506596,RB,Rap,HipHop,,
2932,Dr. Dre,5f6ab597-f57a-40da-be9e-adad48708203,Dr. Dre,United States,US,Compton,1965-02-18,Person,0000000078392105,Rap,HipHop,,,
8104,Young Jeezy,dcad99e7-3c3e-4c78-bf8a-68203e17da48,Young Jeezy,United States,US,,1977-09-28,Person,0000000078467402,Hardcore,Rap,HipHop,,
287758,Spose,c27fb8a7-396f-4727-8101-3e8c91df8982,Spose,United States,,,,,,HipHop,,,,
13225,Snoop Dogg,f90e8b26-9e52-4669-a5c9-e28529c47894,Snoop Dogg,United States,US,Long Beach,1971-10-20,Person,0000000120269646,RB,Rap,HipHop,,
10840,Ciara,03172286-f7ed-4864-a4db-459cd5ca9790,Ciara,Atlanta,,Austin,1985-10-25,Person,0000000114687104,RB,Pop,HipHop,,
13145,Pitbull,d262ea27-3ffe-40f7-b922-85c42d625e67,Pitbull,United States,US,Miami,1981-01-15,Person,0000000078456455,Latin,Pop,HipHop,,
12961,Melanie Fiona,209e47f9-df65-47bd-9a40-4fb4c5c9c349,Melanie Fiona,Canada,CA,,1983-07-04,Person,,Jazz,Reggae,RB,HipHop,
10818,Monica,af84073d-3b6d-4390-9d3f-bf65a91c824f,Monica,United States,US,Atlanta,1980-10-24,Person,0000000055154972,Folk,Jazz,RB,Pop,HipHop
288021,Lloyd Banks,8a6ccf62-b8fa-46d7-87df-f2dd14e6280d,Lloyd Banks,United States,US,New Carrollton,1982-04-30,Person,000000011459416X,Rap,HipHop,,,
10339,Gucci Mane,36494952-f434-45d8-a958-8b4acdbcf8a8,Gucci Mane,Atlanta,,Birmingham,1980-02-12,Person,0000000078512111,Rap,HipHop,,,
9423,Ne-Yo,a4a01f5d-18e7-4571-8c3a-76ec0e24e2d7,Ne‐Yo,United States,US,Camden,1979-10-18,Person,,RB,Pop,HipHop,,
115865,Robin Thicke,ddfd9b2f-186e-4b2c-ad09-01aa5380c225,Robin Thicke,United States,US,Los Angeles,1977-03-10,Person,0000000077788095,RB,Pop,HipHop,,
116468,Mary J. Blige,db76c5ca-d555-4f09-b1db-baa1b713d875,Mary J. Blige,United States,US,The Bronx,1971-01-11,Person,000000006310393X,RB,Rap,HipHop,,
5491,Akon,1138a764-2212-4d0a-b02d-0dc14df91e08,Akon,Senegal,SN,St. Louis,1973-04-16,Person,0000000063087968,Reggae,RB,Pop,HipHop,
167793,Miguel,285e1285-aecc-478f-a8da-0c8cf69e1217,Miguel,United States,US,"San Pedro, Los Angeles",1985-10-23,Person,,HipHop,,,,
16329,Luis Miguel,90270118-8ed0-4446-bf97-8a09b3f9e8f3,Luis Miguel,Mexico,MX,,1970-04-19,Person,,HipHop,,,,
114751,Rick Ross,13bcb2bb-db37-4397-baf5-e0f085be2d64,Rick Ross,Miami,,Coahoma County,1976-01-28,Person,0000000058867353,Rap,HipHop,,,
124202,Waka Flocka Flame,59eda569-b380-4958-b98c-051d1667b3e1,Waka Flocka Flame,United States,US,South Jamaica,1986-05-31,Person,0000000103176501,HipHop,,,,
9527,Lil Jon,a95384b1-6aec-468c-ae0d-8c6daf87c4c2,Lil Jon,United States,US,Atlanta,1971-01-27,Person,0000000372609061,Rap,HipHop,,,
116366,Lloyd,e9296a90-9c59-4657-9165-1f1b5319de00,Lloyd,Atlanta,,New Orleans,1986-01-03,Person,0000000055217718,RB,HipHop,,,
297549,Cher Lloyd,48fbfb0b-92ee-45eb-99c2-0bde4c05962e,Cher Lloyd,United Kingdom,GB,Malvern,1993-07-28,Person,000000037034897X,Pop,HipHop,,,
288021,Lloyd Banks,8a6ccf62-b8fa-46d7-87df-f2dd14e6280d,Lloyd Banks,United States,US,New Carrollton,1982-04-30,Person,000000011459416X,Rap,HipHop,,,
157661,YG,6b1cf581-17a9-42c3-927b-d1e2797b1695,Y.G.,United States,US,Compton,1990-03-09,Person,0000000380244779,RB,Rap,HipHop,,
115714,LMFAO,ed5d9086-e8cd-473a-b96c-d81ad6c98f0d,LMFAO,United States,US,,2006,Group,,HipHop,,,,
5275,T-Pain,ce55e49a-32f4-4757-9849-bf04d06d5fcc,T‐Pain,United States,US,Tallahassee,1985-09-30,Person,0000000055551230,RB,Rap,Pop,HipHop,
26626,Three 6 Mafia,a8754ac4-a85e-4f48-a81f-eecd482570ef,Three 6 Mafia,United States,US,Memphis,1991,Group,0000000123005558,HipHop,,,,
7566,Asher Roth,c7d35b71-961e-4713-b65d-35a98591204a,Asher Roth,United States,US,,1985-08-11,Person,,Rap,HipHop,,,
10621,Yo Gotti,b02ec63e-e78d-43e5-a594-462e95036e8d,Yo Gotti,United States,US,Memphis,1981-05-19,Person,0000000042769556,RB,Rap,Pop,HipHop,
269422,K'naan,ee421ee4-f861-405d-8730-29cb512dfdbd,K'naan,Toronto,,Banaadir,1978-02-01,Person,0000000078492990,Folk,Reggae,HipHop,,
667,Matisyahu,e8993e9d-9313-4447-ad23-791459a3790d,Matisyahu,United States,US,,1979-06-30,Person,,Reggae,Rock,HipHop,,
48259,Marsha Ambrosius,24285231-f192-42f1-baea-0f467dd1d8aa,Marsha Ambrosius,Philadelphia,,Liverpool,1977-08-08,Person,0000000119520784,RB,HipHop,,,
8309,Chiddy Bang,d452681b-41e0-46a0-bb17-e77d23dfc220,Chiddy Bang,United States,US,,2009,Group,,Electronica,HipHop,,,
324544,Sammy Adams,2d187d80-9d67-4ab6-99e4-a466b222554a,Sammy Adams,United States,,,,,,Rap,HipHop,,,
114156,The-Dream,66a4b9d2-d5a6-40b8-93d5-0bdd1dbb4b43,The‐Dream,United States,US,Rockingham,1977-09-20,Person,0000000385969066,RB,Pop,HipHop,,
12358,Eddie Vedder,1a60d6dd-9d3e-40fc-a66d-3184f9ee0d61,Eddie Vedder,Seattle,,Evanston,1964-12-23,Person,0000000114710124,Latin,RB,HipHop,,
86190,Jaheim,3a9cf658-0f0b-410e-b07e-8cf7eee53169,Jaheim,United States,US,New Brunswick,1978-05-26,Person,0000000055190340,RB,HipHop,,,
117139,J. Cole,875203e1-8e58-4b86-8dcb-7190faf411c5,J. Cole,United States,US,Frankfurt am Main,1985-01-28,Person,0000000108100039,HipHop,,,,
4136,Erykah Badu,321531fc-db73-4ffa-a959-61a61a2908c1,Erykah Badu,United States,US,Dallas,1971-02-26,Person,0000000079812079,Jazz,RB,HipHop,,
9671,Mario,f236134b-7ebb-4ba8-b155-1791193d05ec,Mario,United States,US,,1986-08-27,Person,,RB,HipHop,,,
14173,Mariah Carey,494e8d09-f85b-4543-892f-a5096aed1cd4,Mariah Carey,United States,US,Huntington,1970-03-27,Person,0000000114722280,RB,Pop,HipHop,,
117018,Wiz Khalifa,f5dfa020-ad69-41cd-b3d4-fd7af0414e94,Wiz Khalifa,Pittsburgh,,Minot,1987-09-08,Person,0000000121213353,Pop,HipHop,,,
102,Gym Class Heroes,f4d4b515-0b74-423f-a161-db184330c37c,Gym Class Heroes,United States,US,,1997,Group,,Indie,HipHop,,,
307665,Bad Meets Evil,87f27b14-cbd0-44ea-93a3-6fead5cb45e7,Bad Meets Evil,United States,US,Detroit,1997,Group,0000000121818248,HipHop,,,,
44198,Jeremih,1c009a08-74d1-4682-bc56-8bfbe9e66b62,Jeremih,United States,US,Chicago,1987-07-17,Person,000000008170259X,RB,Pop,HipHop,,
9958,Lupe Fiasco,cf15719f-51f9-4db8-a15d-5eed9664ce69,Lupe Fiasco,United States,US,Chicago,1982-02-16,Person,0000000117359659,Rap,HipHop,,,
2730,Devlin,b52bac03-ba65-4e89-9695-45f0bc851632,Devlin,United States,,,,Group,,HipHop,,,,
16771,Devin the Dude,b4e1a0b3-af92-4a4b-8f44-9633f59f7138,Devin the Dude,Houston,,St. Petersburg,1970-06-04,Person,000000039977784X,Rap,HipHop,,,
64919,Tinie Tempah,3cce3d37-d44f-46a2-b1e3-cd7247d5015c,Tinie Tempah,United Kingdom,GB,Plumstead,1988-11-07,Person,0000000119391417,Rap,HipHop,,,
510,Beyoncé,183105b5-3e68-4748-9086-2c1c11bf7a3d,Beyoncé,United States,US,Houston,1981-09-04,Person,0000000114914936,RB,Pop,HipHop,,
5084,Kelly Rowland,31bea673-d23a-4889-8da1-7cb040863268,Kelly Rowland,United States,US,Atlanta,1981-02-11,Person,0000000055189251,RB,Pop,HipHop,,
295970,Jessie J.,d24fb461-dee8-41fc-bb15-2f13bb2644a6,Jessie J,United Kingdom,GB,London,1988-03-27,Person,,RB,Pop,HipHop,,
5807,Keri Hilson,b76c616a-ec0d-4f0c-b986-f249c4a04d77,Keri Hilson,United States,US,Decatur,1982-12-05,Person,0000000059587628,RB,HipHop,,,
4055,Big Sean,942a9807-9c1a-4a0e-a285-1fde2c5be9d1,Big Sean,Detroit,,Santa Monica,1988-03-25,Person,0000000120456134,Rap,HipHop,,,
3706,Wale,e34e41f2-f480-45d3-8190-a3ce5ab34fab,Wale,United States,US,"Washington, D.C.",1984-09-21,Person,0000000114507644,HipHop,,,,
13036,Nicole Scherzinger,0f7534a6-dc5f-46ca-a2e0-13d214cdd52b,Nicole Scherzinger,United States,US,Honolulu,1978-06-29,Person,,RB,Pop,HipHop,,
116953,Bow Wow,6fd44ae7-097d-4979-94ba-5dfc40d9f7ad,Bow Wow,United States,US,Columbus,1987-03-09,Person,0000000078243003,RB,Rap,HipHop,,
303026,Mac Miller,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,Mac Miller,United States,US,,1992-01-19,Person,,Pop,HipHop,,,
12743,Ace Hood,986ee464-cf8a-4e59-a71f-74756102067f,Ace Hood,United States,US,,1988-05-11,Person,,Rap,HipHop,,,
11513,Mannie Fresh,34dc70df-8b2c-4bb0-a132-0958671a509c,Mannie Fresh,United States,US,,1969-03-20,Person,,Rap,HipHop,,,
168179,Mann,12cb8765-c9ce-4553-b9e5-03d3dcd05b3d,Mann,United States,US,,1991-07-17,Person,,Rap,Pop,HipHop,,
123266,Fabolous,d2299099-e617-46dd-b013-ba0b4c72bc63,Fabolous,United States,US,Brooklyn,1977-11-18,Person,0000000114597950,Rap,HipHop,,,
5503,Birdman,dcf5807c-ef1f-4291-b452-6824080ecac4,Birdman,United States,US,New Orleans,1969-02-15,Person,,Rap,HipHop,,,
12238,Twista,0bc858a1-3573-4216-9423-c96dd8c72919,Twista,United States,US,Chicago,1973-11-27,Person,0000000073218634,Rap,Pop,HipHop,,
295298,Mindless Behavior,b5ddbf00-9166-41a2-ba10-4e80b029dab6,Mindless Behavior,United States,US,,,Group,,RB,Pop,HipHop,,
36264,Travis Porter,53423220-42b5-4082-a374-417ce6f8a919,Travis Porter,United States,US,,2008,Group,,Rap,Pop,HipHop,,
11204,Gorilla Zoe,e7840b1b-0fc5-42a7-b05a-ffca943308ad,Gorilla Zoe,United States,US,,1983-01-26,Person,,Rap,Pop,HipHop,,
301153,Frank Ocean,e520459c-dff4-491d-a6e4-c97be35e0044,Frank Ocean,Beverly Hills,,Long Beach,1987-10-28,Person,0000000367936762,HipHop,,,,
5829,Sean Paul,c3da3346-2643-48a7-93cd-011f6834b3d7,Sean Paul,Jamaica,JM,,1973-01-09,Person,0000000078413658,Reggae,RB,Pop,HipHop,
113780,B.o.B,94c338ff-1985-4429-9dc8-997b61bb5932,B.o.B,United States,US,Winston-Salem,1988-11-15,Person,0000000120532045,RB,Rap,HipHop,,
379,Tyga,ce09ea31-3d4a-4487-a797-e315175457a0,Tyga,United States,US,,1989-11-19,Person,0000000363515733,HipHop,,,,
13452,50 Cent,8e68819d-71be-4e7d-b41d-f1df81b01d3f,50 Cent,United States,US,South Jamaica,1975-07-06,Person,0000000090910745,Rap,HipHop,,,
118228,R. Kelly,c2d25856-a09a-4d15-b404-77dd19c19e63,R. Kelly,Olympia Fields,,Chicago,1967-01-08,Person,0000000120299829,RB,HipHop,,,
5282,DJ Drama,887614e4-3260-49b9-86b2-86a8ea882e80,Drama,France,FR,,,Group,,RB,Rap,HipHop,,
277137,DJ Drama,de23d637-20df-4b15-ae63-263dd5a34f10,DJ Drama,United States,US,,1978-04-22,Person,,RB,Rap,HipHop,,
207766,REj3CTz ...You Can Now Get CODE RED,98ca4aa6-0d00-4f95-aaa7-bf4dfd8b819c,Code Red,United Kingdom,GB,,1996,Group,,HipHop,,,,
60562,Manafest,773fe884-b13e-47cc-a2d9-603a34289796,Manafest,Canada,CA,,1979-07-19,Person,,Rap,Rock,HipHop,,
297549,Cher Lloyd,48fbfb0b-92ee-45eb-99c2-0bde4c05962e,Cher Lloyd,United Kingdom,GB,Malvern,1993-07-28,Person,000000037034897X,Pop,HipHop,,,
301188,Kendrick Lamar,381086ea-f511-4aba-bdf9-71c753dc5077,Kendrick Lamar,United States,US,Compton,1987-06-17,Person,0000000362907030,HipHop,,,,
303790,Kirko Bangz,7e08b1ef-cc96-4b9c-a175-e64aa022bc1d,Kirko Bangz,United States,US,Houston,1989-08-20,Person,0000000391852972,HipHop,,,,
44853,Juicy J,c45d161f-83ce-4464-ba41-44202e6916d9,Juicy J,United States,US,Memphis,1975-04-05,Person,,Rap,HipHop,,,
31169,French Montana,45dc5f07-6609-4760-a933-8c9e0f858d05,French Montana,The Bronx,,Rabat,1984-11-09,Person,0000000372974237,Rap,HipHop,,,
16509,OUTASIGHT,dc4b3fb1-8e03-4a81-96f9-e7f8a8e05be7,Outasight,United States,US,,,Person,,Alternative,HipHop,,,
122043,Future Poetry,768b4363-8448-4a5b-a5ef-b1f727300a6c,Future,United States,,,,Person,,RB,HipHop,,,
113947,FUTURE,768b4363-8448-4a5b-a5ef-b1f727300a6c,Future,United States,,,,Person,,RB,Rap,HipHop,,
5870,Chronic Future,af065f9a-2c64-4e3e-84b1-1d20d6b13fb3,Chronic Future,United States,,,,Group,,Alternative,HipHop,,,
11299,Meek Mill,1df8af23-0f3d-4b22-a93f-46c8b813f0b9,Meek,Canada,CA,,,Person,,Rap,HipHop,,,
6989,Brandy,01e60eba-52df-4694-8f09-39f43abe54e9,Brandy,United States,US,,1979-02-11,Person,,RB,Pop,HipHop,,
6511,Van Halen,b665b768-0d83-4363-950c-31ed39317c15,Van Halen,United States,US,Pasadena,1972,Group,0000000122424734,RB,Rock,HipHop,,
